訂單編號,產品系列,數量,預估交期
B0105951,其他,6150.0,2019-06-30
B0301041,其他,2000.0,2019-06-30
C1502053,Unknown,40800.0,2019-06-30
C1502056,Unknown,60480.0,2019-06-30
C0104276,Unknown,2000.0,2019-06-30
C3204001,Unknown,24000.0,2019-06-30
C1805059,Unknown,24000.0,2019-06-30
C1502054,Unknown,46800.0,2019-06-30
B0106773,GIGE,2.0,2019-07-01
B0106746,GIGE,1.0,2019-07-01
B0107485,USB3.0,5.0,2019-07-01
B0106862,USB3.0,86.0,2019-07-01
B0106986,USB3.0,1.0,2019-07-01
B0201230,其他,1300.0,2019-07-01
B0106988,Unknown,1.0,2019-07-01
T3190002,Unknown,1740.0,2019-07-01
T1190233,Unknown,1.0,2019-07-01
B0106892,Unknown,15.0,2019-07-01
T1190234,Unknown,1.0,2019-07-01
T1190197,Unknown,1.0,2019-07-01
B0104165,其他,3000.0,2019-07-02
HQPF01,Unknown,1.0,2019-07-02
A0202528,Unknown,1248.0,2019-07-02
A0202456,Unknown,5000.0,2019-07-02
B0106746,GIGE,8.0,2019-07-03
B0107078,USB3.0,8.0,2019-07-03
B0107487,USB3.0,20.0,2019-07-03
B0107487,USB3.0,2.0,2019-07-03
B0107171,其他,40.0,2019-07-03
B0106944,其他,100.0,2019-07-03
A0202409,Unknown,1000.0,2019-07-03
HQPF01,Unknown,1.0,2019-07-03
B0106407,Unknown,10.0,2019-07-03
C1805066,Unknown,60.0,2019-07-03
C3301002,Unknown,40.0,2019-07-03
B0105587,USB2.0,100.0,2019-07-04
B0201200,USB3.0(TYPE C),500.0,2019-07-04
B0201201,USB3.0(TYPE C),600.0,2019-07-04
T2190018,Unknown,10.0,2019-07-04
B0107242,GIGE,10.0,2019-07-05
B0107073,GIGE,2.0,2019-07-05
B0106854,其他,150.0,2019-07-05
B0106750,其他,44.0,2019-07-05
T1190228,Unknown,6.0,2019-07-05
D19G3005,Unknown,1.0,2019-07-05
A0202456,Unknown,5000.0,2019-07-05
A0202528,Unknown,3752.0,2019-07-05
A0202430,Unknown,6240.0,2019-07-05
D19G3004,Unknown,1.0,2019-07-05
D19G3006,Unknown,1.0,2019-07-05
B0107286,USB3.0,2.0,2019-07-08
B0106629,USB2.0,2000.0,2019-07-09
B0107536,USB3.0,30.0,2019-07-09
B0107375,USB3.0,1.0,2019-07-09
B0107525,USB3.0,30.0,2019-07-09
B0105600,其他,20.0,2019-07-09
B0107049,其他,11.0,2019-07-09
T1190268,Unknown,1.0,2019-07-09
RTF00001,Unknown,1.0,2019-07-09
T1190244,Unknown,29.0,2019-07-09
T1190102,Unknown,80.0,2019-07-09
B0105951,其他,900.0,2019-07-10
B0106747,GIGE,10.0,2019-07-11
RTF00001,Unknown,2.0,2019-07-11
A0202550,Unknown,5000.0,2019-07-11
A0202430,Unknown,2080.0,2019-07-11
A0202508,Unknown,2000.0,2019-07-11
A0202668,Unknown,1040.0,2019-07-11
A0202586,Unknown,3024.0,2019-07-11
A0202793,Unknown,700.0,2019-07-11
A0202466,Unknown,16800.0,2019-07-11
A0202501,Unknown,5000.0,2019-07-11
A0202551,Unknown,5000.0,2019-07-11
B0106741,GIGE,405.0,2019-07-12
B0107157,GIGE,20.0,2019-07-12
B0107461,GIGE,100.0,2019-07-12
B0106743,GIGE,14.0,2019-07-12
B0106774,GIGE,40.0,2019-07-12
B0106747,GIGE,10.0,2019-07-12
B0106862,USB3.0,100.0,2019-07-12
B0106854,其他,174.0,2019-07-12
B0106748,其他,85.0,2019-07-12
B0106869,其他,158.0,2019-07-12
B0105934,其他,539.0,2019-07-12
T1190292,Unknown,10.0,2019-07-12
T1190255,Unknown,10.0,2019-07-12
T1190254,Unknown,10.0,2019-07-12
T2190024,Unknown,5.0,2019-07-12
B0107383,Unknown,3.0,2019-07-12
T1190257,Unknown,10.0,2019-07-12
T2190023,Unknown,5.0,2019-07-12
T1190253,Unknown,10.0,2019-07-12
T1190252,Unknown,10.0,2019-07-12
T1190256,Unknown,50.0,2019-07-12
B0301138,其他,100.0,2019-07-15
B0107221,其他,900.0,2019-07-15
B0107049,其他,15.0,2019-07-15
B0105951,其他,4100.0,2019-07-15
B0102123,其他,1000.0,2019-07-15
B0301041,其他,2000.0,2019-07-15
B0106021,其他,300.0,2019-07-15
A0202545,Unknown,200.0,2019-07-15
T1190113,Unknown,2.0,2019-07-15
E19G1005,Unknown,1.0,2019-07-15
C1801103,Unknown,11000.0,2019-07-15
C2402016,Unknown,1000.0,2019-07-15
B0107302,Unknown,10.0,2019-07-15
C2001623,Unknown,8400.0,2019-07-15
T1190229,Unknown,2.0,2019-07-15
B0107026,Unknown,10.0,2019-07-15
T1190265,Unknown,5.0,2019-07-15
B0107024,Unknown,10.0,2019-07-15
B0201166,USB2.0(TYPE C),500.0,2019-07-16
B0106681,USB2.0,800.0,2019-07-16
B0106760,USB2.0,500.0,2019-07-16
B0106363,USB3.0,100.0,2019-07-16
B0106186,USB3.0,2.0,2019-07-16
B0106844,USB3.0,200.0,2019-07-16
B0107028,USB3.0,40.0,2019-07-16
B0106618,USB3.0,50.0,2019-07-16
B0107029,USB3.0,40.0,2019-07-16
B0106935,USB3.0,300.0,2019-07-16
B0106963,USB3.0,200.0,2019-07-16
B0106943,USB3.0,200.0,2019-07-16
B0106936,USB3.0,300.0,2019-07-16
B0106722,USB3.0,150.0,2019-07-16
B0106964,USB3.0,200.0,2019-07-16
B0201153,USB3.0(TYPE C),300.0,2019-07-16
B0106430,其他,200.0,2019-07-16
B0103108,其他,500.0,2019-07-16
B0106638,Unknown,350.0,2019-07-16
A0202668,Unknown,1040.0,2019-07-16
B0107554,Unknown,2.0,2019-07-16
A0515126,Unknown,3000.0,2019-07-16
B0107556,Unknown,30.0,2019-07-16
A0202430,Unknown,7280.0,2019-07-16
B0107568,Unknown,30.0,2019-07-16
B0107555,Unknown,30.0,2019-07-16
B0107046,Unknown,10.0,2019-07-16
A0202586,Unknown,4032.0,2019-07-16
B0107289,USB2.0,3600.0,2019-07-17
B0107464,USB3.0,320.0,2019-07-17
B0107487,USB3.0,9.0,2019-07-17
B0106632,USB3.0,1000.0,2019-07-17
B0201200,USB3.0(TYPE C),1000.0,2019-07-17
B0201201,USB3.0(TYPE C),1000.0,2019-07-17
B0106285,其他,6.0,2019-07-17
B0106896,其他,2787.0,2019-07-17
B0107347,其他,4610.0,2019-07-17
T1190014,Unknown,6.0,2019-07-17
T1190266,Unknown,4.0,2019-07-17
B0301141,Unknown,8.0,2019-07-17
B0107082,USB3.0,100.0,2019-07-18
B0107562,USB3.0,50.0,2019-07-18
B0107563,USB3.0,50.0,2019-07-18
A0202466,Unknown,25200.0,2019-07-18
C3301005,Unknown,2000.0,2019-07-18
B0106807,Unknown,1.0,2019-07-18
MAC00001,Unknown,5.0,2019-07-18
C2402088,Unknown,30.0,2019-07-18
A0202658,Unknown,18000.0,2019-07-18
C3301006,Unknown,2000.0,2019-07-18
B0107073,GIGE,3.0,2019-07-19
B0106746,GIGE,13.0,2019-07-19
B0106747,GIGE,30.0,2019-07-19
B0106743,GIGE,4.0,2019-07-19
B0106656,GIGE,10.0,2019-07-19
B0106773,GIGE,680.0,2019-07-19
B0107487,USB3.0,3.0,2019-07-19
B0106750,其他,256.0,2019-07-19
B0102362,其他,5000.0,2019-07-19
B0602204,其他,2000.0,2019-07-19
B0107052,Unknown,11.0,2019-07-19
B0107383,Unknown,5.0,2019-07-19
B0106840,Unknown,1.0,2019-07-19
T1190235,Unknown,2.0,2019-07-19
HQPF01,Unknown,1.0,2019-07-19
C3001007,Unknown,15010.0,2019-07-19
T1190287,Unknown,1.0,2019-07-19
B0201213,USB3.0(TYPE C),1500.0,2019-07-22
B0106238,其他,1.0,2019-07-22
T1190267,Unknown,2.0,2019-07-22
D19C2004,Unknown,1.0,2019-07-22
D19G2026,Unknown,1.0,2019-07-22
D19G2027,Unknown,1.0,2019-07-22
B0107464,USB3.0,720.0,2019-07-23
B0201226,USB3.0(TYPE C),100.0,2019-07-23
A0510126,Unknown,2.0,2019-07-24
T1190165,Unknown,100.0,2019-07-24
B0107374,USB2.0,2.0,2019-07-25
B0107464,USB3.0,980.0,2019-07-25
B0201226,USB3.0(TYPE C),395.0,2019-07-25
B0201200,USB3.0(TYPE C),30.0,2019-07-25
A0202383,Unknown,1000.0,2019-07-25
A0202677,Unknown,5000.0,2019-07-25
T1190248,Unknown,3.0,2019-07-25
A0202586,Unknown,5040.0,2019-07-25
C1801210,Unknown,20.0,2019-07-25
A0202398,Unknown,1000.0,2019-07-25
A0202430,Unknown,4160.0,2019-07-25
A0202491,Unknown,5000.0,2019-07-25
A0202501,Unknown,5000.0,2019-07-25
A0202466,Unknown,10080.0,2019-07-25
T1190244,Unknown,1.0,2019-07-25
A0202658,Unknown,28800.0,2019-07-25
A0202595,Unknown,4000.0,2019-07-25
A0202409,Unknown,1000.0,2019-07-25
T1190247,Unknown,3.0,2019-07-25
B0107571,GIGE,72.0,2019-07-26
B0107560,GIGE,142.0,2019-07-26
B0107073,GIGE,7.0,2019-07-26
B0106741,GIGE,61.0,2019-07-26
B0106743,GIGE,2.0,2019-07-26
B0107469,USB2.0,5.0,2019-07-26
B0107464,USB3.0,720.0,2019-07-26
B0201213,USB3.0(TYPE C),5.0,2019-07-26
B0201200,USB3.0(TYPE C),5.0,2019-07-26
B0107561,其他,1.0,2019-07-26
B0101647,其他,1.0,2019-07-26
B0106869,其他,20.0,2019-07-26
E19C2021,Unknown,2.0,2019-07-26
T1190167,Unknown,5.0,2019-07-26
T1190298,Unknown,5.0,2019-07-26
T1190297,Unknown,2.0,2019-07-26
E19C2022,Unknown,2.0,2019-07-26
T1190299,Unknown,4.0,2019-07-26
C1401020,Unknown,500.0,2019-07-26
B0107052,Unknown,10.0,2019-07-26
B0107159,Unknown,1.0,2019-07-26
T1190307,Unknown,10.0,2019-07-26
C2001505,Unknown,3000.0,2019-07-26
B0106455,GIGE,16.0,2019-07-29
B0106742,GIGE,5.0,2019-07-29
B0106773,GIGE,4.0,2019-07-29
B0106656,GIGE,10.0,2019-07-29
B0107489,GIGE,10.0,2019-07-29
B0107467,GIGE,178.0,2019-07-29
B0105990,USB2.0,40000.0,2019-07-29
B0105355,USB2.0,2000.0,2019-07-29
B0106798,USB2.0,10000.0,2019-07-29
B0106383,USB2.0,2100.0,2019-07-29
B0107078,USB3.0,1.0,2019-07-29
B0107285,USB3.0,3.0,2019-07-29
B0201222,USB3.0(主動線),15.0,2019-07-29
B0107174,其他,10080.0,2019-07-29
B0106169,其他,2400.0,2019-07-29
B0107017,其他,5200.0,2019-07-29
B0105386,其他,1200.0,2019-07-29
B0301041,其他,1000.0,2019-07-29
B0106297,其他,20750.0,2019-07-29
B0105340,其他,5170.0,2019-07-29
B0105951,其他,11550.0,2019-07-29
B0301096,其他,1000.0,2019-07-29
B0106285,其他,64.0,2019-07-29
B0106054,其他,15400.0,2019-07-29
B0101957,其他,7700.0,2019-07-29
B0107173,其他,10200.0,2019-07-29
T1190289,Unknown,2.0,2019-07-29
C1805059,Unknown,24000.0,2019-07-29
C1502053,Unknown,20400.0,2019-07-29
B0604052,Unknown,5.0,2019-07-29
C1502056,Unknown,51840.0,2019-07-29
A0510126,Unknown,5180.0,2019-07-29
HQPF01,Unknown,1.0,2019-07-29
A0510143,Unknown,1900.0,2019-07-29
C1502054,Unknown,40800.0,2019-07-29
A0202638,Unknown,4000.0,2019-07-29
A0510142,Unknown,3750.0,2019-07-29
T1190290,Unknown,2.0,2019-07-29
A0520044,Unknown,1000.0,2019-07-29
C1502064,Unknown,1200.0,2019-07-29
C1801164,Unknown,50000.0,2019-07-29
A0510141,Unknown,5250.0,2019-07-29
A0510125,Unknown,6570.0,2019-07-29
C2402031,Unknown,3000.0,2019-07-29
C0104276,Unknown,2000.0,2019-07-29
C1804137,Unknown,50000.0,2019-07-29
C3204001,Unknown,20000.0,2019-07-29
C1806022,Unknown,50000.0,2019-07-29
B0106915,USB2.0,2000.0,2019-07-30
B0105612,USB2.0,1000.0,2019-07-30
B0106844,USB3.0,200.0,2019-07-30
B0107140,USB3.0,40.0,2019-07-30
B0107164,USB3.0,400.0,2019-07-30
B0107177,USB3.0,600.0,2019-07-30
B0107031,USB3.0,150.0,2019-07-30
B0107224,USB3.0,100.0,2019-07-30
B0106188,USB3.0,400.0,2019-07-30
B0107473,USB3.0,300.0,2019-07-30
B0107032,USB3.0,100.0,2019-07-30
B0107134,USB3.0,100.0,2019-07-30
B0106914,USB3.0,500.0,2019-07-30
B0106932,USB3.0,20.0,2019-07-30
B0106913,USB3.0,500.0,2019-07-30
B0201224,USB3.0(TYPE C),3000.0,2019-07-30
B0105354,其他,149.0,2019-07-30
B0105822,其他,50.0,2019-07-30
B0105461,其他,150.0,2019-07-30
B0105860,其他,100.0,2019-07-30
C2001643,Unknown,5500.0,2019-07-30
T1190325,Unknown,3.0,2019-07-30
C2001691,Unknown,4000.0,2019-07-30
C2001623,Unknown,8400.0,2019-07-30
HQPF01,Unknown,1.0,2019-07-30
T1190320,Unknown,3.0,2019-07-30
B0106815,GIGE,50.0,2019-07-31
B0106746,GIGE,36.0,2019-07-31
B0107374,USB2.0,4.0,2019-07-31
B0107289,USB2.0,4500.0,2019-07-31
B0106865,USB3.0,1070.0,2019-07-31
B0107566,USB3.0,2.0,2019-07-31
B0107464,USB3.0,5795.0,2019-07-31
B0107485,USB3.0,30.0,2019-07-31
B0201201,USB3.0(TYPE C),1000.0,2019-07-31
B0201200,USB3.0(TYPE C),1000.0,2019-07-31
B0106896,其他,213.0,2019-07-31
B0106942,其他,220.0,2019-07-31
A0205283,Unknown,5000.0,2019-07-31
T1190317,Unknown,3.0,2019-07-31
C3001009,Unknown,10000.0,2019-07-31
T1190305,Unknown,2.0,2019-07-31
T2190036,Unknown,3.0,2019-07-31
T2190011,Unknown,245.0,2019-07-31
T1190314,Unknown,1.0,2019-07-31
C3003018,Unknown,5000.0,2019-07-31
T1190315,Unknown,1.0,2019-07-31
T2190039,Unknown,3.0,2019-07-31
T1190306,Unknown,2.0,2019-07-31
T2190038,Unknown,3.0,2019-07-31
C3001012,Unknown,1030.0,2019-07-31
T1190304,Unknown,2.0,2019-07-31
T2190037,Unknown,3.0,2019-07-31
B0201200,USB3.0(TYPE C),5.0,2019-08-01
A0202499,Unknown,5000.0,2019-08-01
E19C2010,Unknown,1.0,2019-08-01
E19C2009,Unknown,1.0,2019-08-01
A0202466,Unknown,26880.0,2019-08-01
E19C2002,Unknown,1.0,2019-08-01
E19C1003,Unknown,4.0,2019-08-01
E19C2017,Unknown,1.0,2019-08-01
A0202658,Unknown,3200.0,2019-08-01
D19G2029,Unknown,1.0,2019-08-01
A0202397,Unknown,4000.0,2019-08-01
E19C2007,Unknown,1.0,2019-08-01
T1190193,Unknown,30.0,2019-08-01
E19C3002,Unknown,1.0,2019-08-01
E19C2005,Unknown,1.0,2019-08-01
A0202456,Unknown,1000.0,2019-08-01
RTF00001,Unknown,7.0,2019-08-01
E19C2008,Unknown,1.0,2019-08-01
T1190192,Unknown,30.0,2019-08-01
E19C2011,Unknown,1.0,2019-08-01
A0202430,Unknown,5200.0,2019-08-01
D19G2028,Unknown,1.0,2019-08-01
E19C1012,Unknown,2.0,2019-08-01
E19C2003,Unknown,1.0,2019-08-01
B0106747,GIGE,10.0,2019-08-02
B0106743,GIGE,1.0,2019-08-02
B0107221,其他,100.0,2019-08-02
B0101094,其他,100.0,2019-08-02
B0105840,其他,200.0,2019-08-02
A0202504,Unknown,1000.0,2019-08-02
D19G2023,Unknown,1.0,2019-08-02
D19G2018,Unknown,1.0,2019-08-02
T1190155,Unknown,20.0,2019-08-02
D19G2017,Unknown,1.0,2019-08-02
A0202429,Unknown,5000.0,2019-08-02
D19C2005,Unknown,1.0,2019-08-02
B0106840,Unknown,12.0,2019-08-02
D19G2016,Unknown,1.0,2019-08-02
T1190154,Unknown,20.0,2019-08-02
D19G2021,Unknown,1.0,2019-08-02
A0202668,Unknown,2920.0,2019-08-02
D19G2019,Unknown,1.0,2019-08-02
D19G2020,Unknown,1.0,2019-08-02
D19G2025,Unknown,3.0,2019-08-02
A0202729,Unknown,5000.0,2019-08-02
A0202587,Unknown,10000.0,2019-08-02
A0202505,Unknown,2000.0,2019-08-02
D19G2014,Unknown,1.0,2019-08-02
D19G2015,Unknown,1.0,2019-08-02
D19G2022,Unknown,1.0,2019-08-02
D19G2024,Unknown,1.0,2019-08-02
T1190286,Unknown,30.0,2019-08-02
C2402072,Unknown,300.0,2019-08-05
B0301138,其他,300.0,2019-08-06
C1804102,Unknown,5000.0,2019-08-06
T1190300,Unknown,2.0,2019-08-06
B0603105,Unknown,1000.0,2019-08-06
T1190295,Unknown,2.0,2019-08-06
T1190296,Unknown,2.0,2019-08-06
T1190301,Unknown,2.0,2019-08-06
B0202009,USB2.0(TYPE C),10.0,2019-08-07
B0201211,USB2.0(TYPE C),10.0,2019-08-07
B0201207,USB2.0(TYPE C),10.0,2019-08-07
B0107566,USB3.0,100.0,2019-08-07
B0107570,USB3.0,6.0,2019-08-07
B0107567,USB3.0,6.0,2019-08-07
B0106746,GIGE,2.0,2019-08-08
B0107487,USB3.0,8.0,2019-08-08
B0106862,USB3.0,23.0,2019-08-08
B0107277,USB3.0,16.0,2019-08-08
B0107078,USB3.0,2.0,2019-08-08
B0201125,USB3.0(主動線),2.0,2019-08-08
B0201222,USB3.0(主動線),2.0,2019-08-08
B0107496,Unknown,1.0,2019-08-08
A0202397,Unknown,1000.0,2019-08-08
T1190333,Unknown,5.0,2019-08-08
A0202473,Unknown,5000.0,2019-08-08
C2001623,Unknown,50.0,2019-08-08
T1190332,Unknown,5.0,2019-08-08
T1190331,Unknown,5.0,2019-08-08
A0202430,Unknown,3120.0,2019-08-08
A0202793,Unknown,1000.0,2019-08-08
A0202592,Unknown,10000.0,2019-08-08
A0202595,Unknown,4000.0,2019-08-08
HQPF01,Unknown,1.0,2019-08-08
A0202589,Unknown,5000.0,2019-08-08
B0301141,Unknown,9.0,2019-08-08
B0106747,GIGE,10.0,2019-08-12
B0106773,GIGE,300.0,2019-08-12
B0106741,GIGE,17.0,2019-08-12
B0107375,USB3.0,1.0,2019-08-12
B0107170,USB3.0,180.0,2019-08-12
B0107294,其他,100.0,2019-08-12
B0106854,其他,350.0,2019-08-12
B0107159,Unknown,2.0,2019-08-12
T1190316,Unknown,12.0,2019-08-12
B0106891,Unknown,15.0,2019-08-12
T2190042,Unknown,50.0,2019-08-12
B0107052,Unknown,5.0,2019-08-12
B0107209,USB3.0,1.0,2019-08-13
B0107182,其他,40.0,2019-08-13
T1190312,Unknown,1.0,2019-08-13
B0107252,Unknown,1.0,2019-08-13
T1190321,Unknown,1.0,2019-08-13
B0106258,Unknown,1.0,2019-08-13
T1190311,Unknown,1.0,2019-08-13
T1190166,Unknown,1.0,2019-08-13
T1190309,Unknown,1.0,2019-08-13
T1190310,Unknown,1.0,2019-08-13
B0107145,Unknown,1.0,2019-08-13
B0107576,其他,50.0,2019-08-14
C2401006,Unknown,2500.0,2019-08-14
C2402016,Unknown,1000.0,2019-08-14
T1190308,Unknown,50.0,2019-08-14
A0202677,Unknown,5000.0,2019-08-14
A0202649,Unknown,5000.0,2019-08-14
A0202430,Unknown,5200.0,2019-08-14
B0106161,USB2.0,100.0,2019-08-15
B0106652,USB3.0,100.0,2019-08-15
B0106186,USB3.0,50.0,2019-08-15
B0107210,USB3.0,100.0,2019-08-15
B0107048,USB3.0,20.0,2019-08-15
B0106202,USB3.0,50.0,2019-08-15
B0107485,USB3.0,2.0,2019-08-15
B0106943,USB3.0,400.0,2019-08-15
B0106862,USB3.0,40.0,2019-08-15
B0201125,USB3.0(主動線),10.0,2019-08-15
B0106421,其他,1000.0,2019-08-15
B0101233,其他,250.0,2019-08-15
B0105823,其他,50.0,2019-08-15
B0106064,其他,100.0,2019-08-15
B0107508,Unknown,20.0,2019-08-15
T1190313,Unknown,2.0,2019-08-15
T2190029,Unknown,20.0,2019-08-15
B0107509,Unknown,20.0,2019-08-15
T1190318,Unknown,2.0,2019-08-15
T1190334,Unknown,1.0,2019-08-15
C3003013,Unknown,300.0,2019-08-15
T1190319,Unknown,2.0,2019-08-15
C2001623,Unknown,4200.0,2019-08-15
C2001643,Unknown,5500.0,2019-08-15
C0104276,Unknown,1000.0,2019-08-15
B0107418,Unknown,1300.0,2019-08-15
C2901034,Unknown,500.0,2019-08-15
B0107074,GIGE,1.0,2019-08-16
B0106773,GIGE,200.0,2019-08-16
B0106774,GIGE,50.0,2019-08-16
B0106743,GIGE,2.0,2019-08-16
B0106632,USB3.0,1520.0,2019-08-16
B0107285,USB3.0,5.0,2019-08-16
B0201201,USB3.0(TYPE C),1040.0,2019-08-16
B0201200,USB3.0(TYPE C),1000.0,2019-08-16
B0201125,USB3.0(主動線),2.0,2019-08-16
B0106869,其他,20.0,2019-08-16
B0106750,其他,44.0,2019-08-16
B0106854,其他,100.0,2019-08-16
HQPF01,Unknown,1.0,2019-08-16
B0106855,Unknown,4.0,2019-08-16
C2401041,Unknown,2.0,2019-08-16
T1190328,Unknown,19.0,2019-08-16
B0106840,Unknown,4.0,2019-08-16
C2401035,Unknown,2.0,2019-08-16
B0107568,Unknown,40.0,2019-08-16
B0106881,Unknown,8.0,2019-08-16
B0107272,USB3.0,4400.0,2019-08-19
B0201213,USB3.0(TYPE C),2200.0,2019-08-19
B0201200,USB3.0(TYPE C),5.0,2019-08-19
T1190344,Unknown,1.0,2019-08-19
T1190342,Unknown,1.0,2019-08-19
T1190335,Unknown,5.0,2019-08-19
A0202740,Unknown,1000.0,2019-08-19
A0202409,Unknown,2000.0,2019-08-19
A0202457,Unknown,5200.0,2019-08-19
A0202706,Unknown,600.0,2019-08-19
T1190343,Unknown,1.0,2019-08-19
A0202592,Unknown,15000.0,2019-08-19
B0106455,GIGE,1.0,2019-08-20
B0106456,GIGE,1.0,2019-08-20
B0201213,USB3.0(TYPE C),300.0,2019-08-20
T1190134,Unknown,1.0,2019-08-20
C2001505,Unknown,2980.0,2019-08-20
T1190191,Unknown,2.0,2019-08-20
C2402131,Unknown,200.0,2019-08-20
T1190309,Unknown,1.0,2019-08-20
T1190190,Unknown,2.0,2019-08-20
T1190345,Unknown,2.0,2019-08-21
C1805066,Unknown,750.0,2019-08-21
T1190349,Unknown,10.0,2019-08-21
A0202587,Unknown,5000.0,2019-08-22
A0202429,Unknown,5000.0,2019-08-22
C1801164,Unknown,6000.0,2019-08-22
A0202586,Unknown,7560.0,2019-08-22
A0202505,Unknown,7000.0,2019-08-22
A0202668,Unknown,3000.0,2019-08-22
B0106746,GIGE,10.0,2019-08-23
B0106862,USB3.0,40.0,2019-08-23
B0107485,USB3.0,5.0,2019-08-23
T1190055,Unknown,10.0,2019-08-23
T1190172,Unknown,10.0,2019-08-23
B0106746,GIGE,4.0,2019-08-26
B0106742,GIGE,96.0,2019-08-26
B0106746,GIGE,450.0,2019-08-26
B0106773,GIGE,450.0,2019-08-26
B0106263,GIGE,6.0,2019-08-26
B0107277,USB3.0,14.0,2019-08-26
B0107262,USB3.0,130.0,2019-08-26
B0107276,USB3.0,20.0,2019-08-26
B0107487,USB3.0,20.0,2019-08-26
B0201201,USB3.0(TYPE C),500.0,2019-08-26
B0106983,其他,30.0,2019-08-26
B0106854,其他,100.0,2019-08-26
A0202783,Unknown,40.0,2019-08-26
B0107238,Unknown,50.0,2019-08-26
D19G3009,Unknown,1.0,2019-08-26
D19G3010,Unknown,1.0,2019-08-26
T1190168,Unknown,3.0,2019-08-26
B0107008,Unknown,500.0,2019-08-26
T1190316,Unknown,20.0,2019-08-26
B0301141,Unknown,10.0,2019-08-26
B0107272,USB3.0,2200.0,2019-08-27
B0602204,其他,2000.0,2019-08-27
B0107171,其他,70.0,2019-08-27
B0301095,其他,1000.0,2019-08-27
B0107572,其他,3010.0,2019-08-27
A0202409,Unknown,2000.0,2019-08-27
T1190054,Unknown,45.0,2019-08-27
A0203066,Unknown,1000.0,2019-08-27
A0202383,Unknown,1000.0,2019-08-27
B0106798,USB2.0,10000.0,2019-08-28
B0106378,USB2.0,13750.0,2019-08-28
B0105990,USB2.0,30503.0,2019-08-28
B0106383,USB2.0,2100.0,2019-08-28
B0106797,USB2.0,20850.0,2019-08-28
B0107465,USB3.0,2500.0,2019-08-28
B0102359,USB3.0,2200.0,2019-08-28
B0106862,USB3.0,1.0,2019-08-28
B0105499,其他,50.0,2019-08-28
B0105340,其他,4620.0,2019-08-28
B0106169,其他,1200.0,2019-08-28
B0106297,其他,7250.0,2019-08-28
B0101957,其他,9400.0,2019-08-28
B0107572,其他,220.0,2019-08-28
B0301041,其他,2000.0,2019-08-28
B0301096,其他,1000.0,2019-08-28
B0105992,其他,54625.0,2019-08-28
B0105501,其他,150.0,2019-08-28
B0105822,其他,50.0,2019-08-28
B0106179,其他,25.0,2019-08-28
B0107173,其他,5100.0,2019-08-28
B0301095,其他,1000.0,2019-08-28
B0105934,其他,6400.0,2019-08-28
B0105118,其他,210.0,2019-08-28
B0106164,其他,600.0,2019-08-28
B0105493,其他,50.0,2019-08-28
C3204001,Unknown,30000.0,2019-08-28
A0202431,Unknown,5000.0,2019-08-28
C1803128,Unknown,10000.0,2019-08-28
A0610029,Unknown,500.0,2019-08-28
C1502054,Unknown,68400.0,2019-08-28
C1805059,Unknown,36000.0,2019-08-28
C1801103,Unknown,5000.0,2019-08-28
A0202638,Unknown,6400.0,2019-08-28
A0202586,Unknown,5040.0,2019-08-28
C1502053,Unknown,40800.0,2019-08-28
A0202677,Unknown,5000.0,2019-08-28
A0202430,Unknown,4160.0,2019-08-28
A0202784,Unknown,1000.0,2019-08-28
C1804137,Unknown,50000.0,2019-08-28
C1502056,Unknown,316000.0,2019-08-28
C1804127,Unknown,50400.0,2019-08-28
C1502064,Unknown,2400.0,2019-08-28
C1806018,Unknown,12000.0,2019-08-28
C1806022,Unknown,150000.0,2019-08-28
T1190354,Unknown,2.0,2019-08-28
B0107185,USB3.0,18.0,2019-08-29
B0106187,USB3.0,2000.0,2019-08-29
B0107040,USB3.0,100.0,2019-08-29
B0107032,USB3.0,150.0,2019-08-29
B0301041,其他,3000.0,2019-08-29
B0301095,其他,1000.0,2019-08-29
B0107582,其他,1000.0,2019-08-29
B0103089,其他,120.0,2019-08-29
B0105840,其他,800.0,2019-08-29
B0105118,其他,1790.0,2019-08-29
B0105992,其他,3000.0,2019-08-29
B0106906,其他,440.0,2019-08-29
B0106395,其他,500.0,2019-08-29
B0107586,其他,250.0,2019-08-29
B0105961,其他,300.0,2019-08-29
B0301096,其他,1000.0,2019-08-29
B0105379,其他,240.0,2019-08-29
B0105961,其他,300.0,2019-08-29
B0301138,其他,100.0,2019-08-29
B0107561,其他,200.0,2019-08-29
T1190019,Unknown,10.0,2019-08-29
FFS00001,Unknown,2000.0,2019-08-29
C2001623,Unknown,8400.0,2019-08-29
C1804127,Unknown,1000.0,2019-08-29
C1805050,Unknown,4993.0,2019-08-29
C0101251,Unknown,1000.0,2019-08-29
B0107073,GIGE,13.0,2019-08-30
B0106774,GIGE,1.0,2019-08-30
B0106773,GIGE,200.0,2019-08-30
B0106746,GIGE,400.0,2019-08-30
B0107074,GIGE,10.0,2019-08-30
B0107285,USB3.0,1.0,2019-08-30
B0106850,USB3.0,12.0,2019-08-30
B0106862,USB3.0,9.0,2019-08-30
B0107286,USB3.0,9.0,2019-08-30
B0106750,其他,70.0,2019-08-30
C2903023,Unknown,10.0,2019-08-30
B0603097,Unknown,450.0,2019-08-30
T1190353,Unknown,4.0,2019-08-30
C3001007,Unknown,10.0,2019-08-30
B0107052,Unknown,1.0,2019-08-30
C1801103,Unknown,50.0,2019-08-30
