訂單編號,產品系列,數量,預估交期
B0102388,其他,11.0,2021-01-08
B8801006,Unknown,18.0,2021-01-08
C3301052,Unknown,300.0,2021-01-08
C3301059,Unknown,6160.0,2021-01-08
C1804102,Unknown,6000.0,2021-01-08
A0202654,Unknown,10080.0,2021-01-08
A0202694,Unknown,4000.0,2021-01-08
A0202793,Unknown,2496.0,2021-01-08
B8801087,Unknown,11.0,2021-01-08
A0202677,Unknown,20800.0,2021-01-08
C3301051,Unknown,300.0,2021-01-08
A0202580,Unknown,5000.0,2021-01-08
C3301059,Unknown,1000.0,2021-01-08
C1301019,Unknown,26000.0,2021-01-08
B0107489,GIGE,20.0,2021-01-11
B0107278,USB2.0,20.0,2021-01-11
B0106378,USB2.0,22000.0,2021-01-11
B0107764,USB3.0,30.0,2021-01-11
B0107277,USB3.0,30.0,2021-01-11
B0106376,USB3.0,85.0,2021-01-11
B0106377,USB3.0,60.0,2021-01-11
B0201209,USB3.0(TYPE C),2.0,2021-01-11
B0105992,其他,89000.0,2021-01-11
B0106100,其他,88000.0,2021-01-11
C1502056,Unknown,178000.0,2021-01-11
C1502054,Unknown,89000.0,2021-01-11
C1806022,Unknown,64000.0,2021-01-11
B0301141,Unknown,15.0,2021-01-11
C1804137,Unknown,78000.0,2021-01-11
C1502069,Unknown,44000.0,2021-01-11
C3204001,Unknown,20000.0,2021-01-11
C1805059,Unknown,21000.0,2021-01-11
T1200224,Unknown,4.0,2021-01-11
B0107202,USB3.0,500.0,2021-01-12
B0106896,其他,500.0,2021-01-12
B0102388,其他,1.0,2021-01-12
B0107660,其他,36.0,2021-01-12
B0106458,Unknown,1.0,2021-01-12
B0106655,Unknown,2.0,2021-01-12
T1210005,Unknown,2.0,2021-01-12
B0107658,USB3.0,80.0,2021-01-13
B0602204,其他,2640.0,2021-01-13
FFS00001,Unknown,1.0,2021-01-13
T2200063,Unknown,1.0,2021-01-13
T1200269,Unknown,40.0,2021-01-13
HQPF01,Unknown,1.0,2021-01-13
T1200269,Unknown,20.0,2021-01-13
B0106774,GIGE,51.0,2021-01-14
B0106742,GIGE,15.0,2021-01-14
B0106746,GIGE,246.0,2021-01-14
B0107073,GIGE,1.0,2021-01-14
B0105990,USB2.0,40500.0,2021-01-14
B0106383,USB2.0,2100.0,2021-01-14
B0106378,USB2.0,18000.0,2021-01-14
B0105989,USB2.0,8400.0,2021-01-14
B0106797,USB2.0,13500.0,2021-01-14
B0106798,USB2.0,15000.0,2021-01-14
B0107634,USB3.0,300.0,2021-01-14
B0106862,USB3.0,430.0,2021-01-14
B0107262,USB3.0,20.0,2021-01-14
B0201245,USB3.0(TYPE C),731.0,2021-01-14
B0106854,其他,10.0,2021-01-14
B0106100,其他,21000.0,2021-01-14
B0105992,其他,28000.0,2021-01-14
B0105951,其他,100.0,2021-01-14
B0106285,其他,64.0,2021-01-14
B0105934,其他,9600.0,2021-01-14
B0105340,其他,4640.0,2021-01-14
B0107174,其他,10080.0,2021-01-14
B0106297,其他,9250.0,2021-01-14
B0106748,其他,20.0,2021-01-14
B0101957,其他,30400.0,2021-01-14
B0301041,其他,3000.0,2021-01-14
C3301047,Unknown,1008.0,2021-01-14
A0202792,Unknown,5000.0,2021-01-14
C1502069,Unknown,9400.0,2021-01-14
HQPF01,Unknown,1.0,2021-01-14
T1190410,Unknown,1.0,2021-01-14
B8801025,Unknown,500.0,2021-01-14
C2402123,Unknown,1000.0,2021-01-14
T1190168,Unknown,2.0,2021-01-14
C1502073,Unknown,18000.0,2021-01-14
C0708007,Unknown,4800.0,2021-01-14
C2402031,Unknown,16.0,2021-01-14
A0202586,Unknown,7560.0,2021-01-14
A0202597,Unknown,10000.0,2021-01-14
C1502056,Unknown,50400.0,2021-01-14
A0202665,Unknown,30240.0,2021-01-14
B0107179,Unknown,1.0,2021-01-14
T1200290,Unknown,1.0,2021-01-14
B0107374,USB2.0,4.0,2021-01-15
B0101165,USB2.0,10000.0,2021-01-15
B0106913,USB3.0,3.0,2021-01-15
B0107031,USB3.0,300.0,2021-01-15
B0107078,USB3.0,67.0,2021-01-15
B0107164,USB3.0,200.0,2021-01-15
B0107032,USB3.0,150.0,2021-01-15
B0107472,USB3.0,1500.0,2021-01-15
B0107048,USB3.0,26.0,2021-01-15
B0106186,USB3.0,15.0,2021-01-15
B0105462,其他,100.0,2021-01-15
B0301096,其他,1000.0,2021-01-15
B0201230,其他,128.0,2021-01-15
B0105461,其他,100.0,2021-01-15
B0103034,其他,100.0,2021-01-15
B0301095,其他,1000.0,2021-01-15
B0301041,其他,1000.0,2021-01-15
B0301123,其他,1500.0,2021-01-15
B0102388,其他,26.0,2021-01-15
C2901017,Unknown,2000.0,2021-01-15
B8801025,Unknown,500.0,2021-01-15
B0107046,Unknown,10.0,2021-01-15
B8801006,Unknown,49.0,2021-01-15
B8801031,Unknown,50.0,2021-01-15
B8801108,Unknown,15.0,2021-01-15
C3003007,Unknown,2000.0,2021-01-15
C1801193,Unknown,20000.0,2021-01-15
B8801003,Unknown,5.0,2021-01-15
B8801006,Unknown,200.0,2021-01-15
B8801087,Unknown,17.0,2021-01-15
C3301031,Unknown,40.0,2021-01-15
B0107782,Unknown,10.0,2021-01-15
C1301019,Unknown,24000.0,2021-01-15
B8801045,Unknown,100.0,2021-01-15
C0203035,Unknown,5000.0,2021-01-15
B0107008,Unknown,676.0,2021-01-15
B8801042,Unknown,50.0,2021-01-15
B8801010,Unknown,100.0,2021-01-15
B8801010,Unknown,100.0,2021-01-15
B8801001,Unknown,50.0,2021-01-15
B0107681,Unknown,300.0,2021-01-15
B0107783,Unknown,10.0,2021-01-15
B0107784,Unknown,10.0,2021-01-15
B8801027,Unknown,10.0,2021-01-15
B0106629,USB2.0,2000.0,2021-01-18
B0201267,USB2.0(TYPE C),20.0,2021-01-18
B0602204,其他,3660.0,2021-01-18
T1210006,Unknown,2.0,2021-01-18
A0507135,Unknown,1000.0,2021-01-18
B8801006,Unknown,50.0,2021-01-19
C2401005,Unknown,200.0,2021-01-19
B0107785,USB3.0,210.0,2021-01-20
B0107464,USB3.0,1500.0,2021-01-20
B0107779,USB3.0,50.0,2021-01-20
B0107752,USB3.0,50.0,2021-01-20
B0107465,USB3.0,1000.0,2021-01-20
B0107751,USB3.0,30.0,2021-01-20
B0107344,USB3.0,1750.0,2021-01-20
B0107780,USB3.0,50.0,2021-01-20
B0201226,USB3.0(TYPE C),504.0,2021-01-20
B0104165,其他,2000.0,2021-01-20
C3001012,Unknown,1100.0,2021-01-20
T1200292,Unknown,50.0,2021-01-20
T1200291,Unknown,50.0,2021-01-20
C1804102,Unknown,9000.0,2021-01-20
C3001009,Unknown,5000.0,2021-01-20
B0106774,GIGE,31.0,2021-01-21
B0106746,GIGE,227.0,2021-01-21
B0106773,GIGE,789.0,2021-01-21
B0107073,GIGE,6.0,2021-01-21
B0106378,USB2.0,8888.0,2021-01-21
B0105990,USB2.0,74039.0,2021-01-21
B0102398,USB2.0,3000.0,2021-01-21
B0106863,USB3.0,15.0,2021-01-21
B0106779,USB3.0,1350.0,2021-01-21
B0102359,USB3.0,2581.0,2021-01-21
B0106865,USB3.0,7005.0,2021-01-21
B0106769,USB3.0,2000.0,2021-01-21
B0107286,USB3.0,25.0,2021-01-21
B0201244,USB3.0(TYPE C),544.0,2021-01-21
B0201218,USB3.0(TYPE C),460.0,2021-01-21
B0201266,USB3.0(TYPE C),1300.0,2021-01-21
B0201219,USB3.0(TYPE C),378.0,2021-01-21
B0201197,USB3.0(TYPE C),1010.0,2021-01-21
B0106750,其他,116.0,2021-01-21
B0106854,其他,77.0,2021-01-21
B0102388,其他,27.0,2021-01-21
B0105992,其他,11765.0,2021-01-21
A0202649,Unknown,5000.0,2021-01-21
B8801006,Unknown,30.0,2021-01-21
A0202741,Unknown,10000.0,2021-01-21
B8801079,Unknown,64.0,2021-01-21
B8801003,Unknown,7.0,2021-01-21
C1806022,Unknown,30065.0,2021-01-21
C1804137,Unknown,24705.0,2021-01-21
A0202558,Unknown,2000.0,2021-01-21
B8801066,Unknown,32.0,2021-01-21
A0202586,Unknown,30240.0,2021-01-21
C3204001,Unknown,4706.0,2021-01-21
C1502054,Unknown,11765.0,2021-01-21
C1805059,Unknown,7059.0,2021-01-21
A0202515,Unknown,1000.0,2021-01-21
A0202511,Unknown,1000.0,2021-01-21
B8801099,Unknown,32.0,2021-01-21
C1502056,Unknown,47058.0,2021-01-21
C3001009,Unknown,3000.0,2021-01-21
C1502069,Unknown,17776.0,2021-01-21
B8801081,Unknown,32.0,2021-01-21
C0201180,Unknown,3000.0,2021-01-21
FFS00001,Unknown,1.0,2021-01-22
C3301059,Unknown,5120.0,2021-01-22
C3301027,Unknown,1000.0,2021-01-22
A0202793,Unknown,1504.0,2021-01-22
T2200065,Unknown,30.0,2021-01-22
A0202501,Unknown,5000.0,2021-01-22
A0202456,Unknown,3000.0,2021-01-22
C3301027,Unknown,1000.0,2021-01-22
B8801046,Unknown,50.0,2021-01-22
T1190165,Unknown,50.0,2021-01-22
C3301045,Unknown,30.0,2021-01-22
B0102388,其他,2.0,2021-01-25
B0301138,其他,100.0,2021-01-25
T1210001,Unknown,1.0,2021-01-25
T1210015,Unknown,3.0,2021-01-25
A0202491,Unknown,5000.0,2021-01-25
A0202508,Unknown,1000.0,2021-01-25
C2401005,Unknown,230.0,2021-01-25
B0107681,Unknown,100.0,2021-01-25
B0107008,Unknown,870.0,2021-01-25
A0202550,Unknown,5000.0,2021-01-25
A0202793,Unknown,6000.0,2021-01-25
B8801041,Unknown,50.0,2021-01-25
B0107709,其他,1470.0,2021-01-26
B0602204,其他,3500.0,2021-01-26
A0520059,Unknown,200.0,2021-01-26
C2401032,Unknown,500.0,2021-01-26
RTF00001,Unknown,2.0,2021-01-26
T1200286,Unknown,5.0,2021-01-26
T1200293,Unknown,3.0,2021-01-26
B0106797,USB2.0,20100.0,2021-01-27
B0105990,USB2.0,37500.0,2021-01-27
B0106378,USB2.0,20750.0,2021-01-27
B0106798,USB2.0,20000.0,2021-01-27
B0105934,其他,12600.0,2021-01-27
B0105992,其他,33500.0,2021-01-27
B0107017,其他,5200.0,2021-01-27
B0106297,其他,6000.0,2021-01-27
B0106100,其他,32000.0,2021-01-27
B0101957,其他,18100.0,2021-01-27
C1502056,Unknown,54600.0,2021-01-27
C1801103,Unknown,30000.0,2021-01-27
T2210001,Unknown,80.0,2021-01-27
T3200006,Unknown,15.0,2021-01-27
C1806022,Unknown,100000.0,2021-01-27
C1301019,Unknown,100000.0,2021-01-27
C2402123,Unknown,400.0,2021-01-27
C1804137,Unknown,100000.0,2021-01-27
C1805059,Unknown,24000.0,2021-01-27
C3204001,Unknown,20000.0,2021-01-27
B0107644,Unknown,12.0,2021-01-27
C0702033,Unknown,3000.0,2021-01-27
B0106746,GIGE,200.0,2021-01-28
B0107461,GIGE,5.0,2021-01-28
B0106773,GIGE,500.0,2021-01-28
B0106742,GIGE,147.0,2021-01-28
B0106747,GIGE,18.0,2021-01-28
B0107074,GIGE,1.0,2021-01-28
B0106774,GIGE,50.0,2021-01-28
B0107019,USB2.0,25005.0,2021-01-28
B0107031,USB3.0,100.0,2021-01-28
B0107559,USB3.0,50.0,2021-01-28
B0106862,USB3.0,73.0,2021-01-28
B0107184,USB3.0,50.0,2021-01-28
B0107286,USB3.0,4.0,2021-01-28
B0107032,USB3.0,200.0,2021-01-28
B0107040,USB3.0,100.0,2021-01-28
B0107285,USB3.0,6.0,2021-01-28
B0107743,USB3.0,300.0,2021-01-28
B0107742,USB3.0,350.0,2021-01-28
B0107262,USB3.0,35.0,2021-01-28
B0106363,USB3.0,200.0,2021-01-28
B0107781,其他,55.0,2021-01-28
B0102372,其他,1000.0,2021-01-28
B0106896,其他,500.0,2021-01-28
B0106179,其他,25.0,2021-01-28
B0107221,其他,1000.0,2021-01-28
B0106309,其他,725.0,2021-01-28
B0102123,其他,1000.0,2021-01-28
B0105860,其他,100.0,2021-01-28
B0105354,其他,46.0,2021-01-28
B0105499,其他,50.0,2021-01-28
B0106139,其他,40.0,2021-01-28
FFS00001,Unknown,1.0,2021-01-28
A0202559,Unknown,1000.0,2021-01-28
FFS00001,Unknown,120.0,2021-01-28
C3301023,Unknown,3000.0,2021-01-28
C3301059,Unknown,4880.0,2021-01-28
A0202586,Unknown,12600.0,2021-01-28
A0202741,Unknown,20000.0,2021-01-28
B0201146,Unknown,3.0,2021-01-28
C3001018,Unknown,2000.0,2021-01-28
A0202595,Unknown,7000.0,2021-01-28
A0202638,Unknown,10400.0,2021-01-28
A0202751,Unknown,2000.0,2021-01-28
C3301057,Unknown,900.0,2021-01-28
A0202751,Unknown,150.0,2021-01-28
T1200213,Unknown,1.0,2021-01-28
D20G2039,Unknown,1.0,2021-01-28
D20G2040,Unknown,1.0,2021-01-28
A0202583,Unknown,10080.0,2021-01-28
A0202694,Unknown,4000.0,2021-01-28
C1801199,Unknown,1000.0,2021-01-28
C3301079,Unknown,300.0,2021-01-28
B0106656,GIGE,2.0,2021-01-29
B0107369,GIGE,500.0,2021-01-29
B0107078,USB3.0,68.0,2021-01-29
B0107487,USB3.0,50.0,2021-01-29
B0201244,USB3.0(TYPE C),26.0,2021-01-29
B0201245,USB3.0(TYPE C),269.0,2021-01-29
B0201218,USB3.0(TYPE C),90.0,2021-01-29
B0201219,USB3.0(TYPE C),122.0,2021-01-29
B0106944,其他,100.0,2021-01-29
B0201265,其他,600.0,2021-01-29
B0301041,其他,1000.0,2021-01-29
B0201230,其他,20.0,2021-01-29
B0106750,其他,100.0,2021-01-29
B0102388,其他,10.0,2021-01-29
T1210009,Unknown,15.0,2021-01-29
T1210008,Unknown,5.0,2021-01-29
T2210002,Unknown,32.0,2021-01-29
C3001007,Unknown,16000.0,2021-01-29
T1200287,Unknown,5.0,2021-01-29
T2200047,Unknown,30.0,2021-01-29
B8801087,Unknown,37.0,2021-01-29
A0110008,Unknown,30.0,2021-01-29
B8801113,Unknown,10.0,2021-01-29
T2200081,Unknown,30.0,2021-01-29
B0107760,GIGE,40.0,2021-02-01
B0107791,USB2.0,100.0,2021-02-01
B0106942,其他,100.0,2021-02-01
C2903010,Unknown,11200.0,2021-02-01
C1804095,Unknown,20000.0,2021-02-01
FFS00001,Unknown,6000.0,2021-02-01
B0106656,GIGE,13.0,2021-02-02
B0107487,USB3.0,18.0,2021-02-02
B0107765,USB3.0,2.0,2021-02-02
B0107767,USB3.0,10.0,2021-02-02
B0107770,USB3.0,1000.0,2021-02-02
B0106748,其他,52.0,2021-02-02
B0106896,其他,500.0,2021-02-02
B0107171,其他,26.0,2021-02-02
B0201230,其他,57.0,2021-02-02
T1210017,Unknown,1.0,2021-02-02
T1210016,Unknown,20.0,2021-02-02
B0107738,Unknown,5.0,2021-02-02
T1210018,Unknown,2.0,2021-02-02
B0301141,Unknown,20.0,2021-02-02
B0107737,Unknown,6.0,2021-02-02
T1210010,Unknown,1.0,2021-02-02
A0202654,Unknown,8064.0,2021-02-02
B0107638,Unknown,20.0,2021-02-02
C3204005,Unknown,10000.0,2021-02-02
A0202668,Unknown,5000.0,2021-02-02
A0202597,Unknown,5000.0,2021-02-02
C3301047,Unknown,1992.0,2021-02-02
T1210005,Unknown,20.0,2021-02-02
B8801050,Unknown,150.0,2021-02-02
B0107198,USB3.0,200.0,2021-02-03
B0106864,USB3.0,700.0,2021-02-03
D20G2043,Unknown,1.0,2021-02-03
D20G2042,Unknown,1.0,2021-02-03
FFS00001,Unknown,1.0,2021-02-03
T2200084,Unknown,30.0,2021-02-03
T2200083,Unknown,30.0,2021-02-03
T2200085,Unknown,30.0,2021-02-03
T1200284,Unknown,20.0,2021-02-03
T1200285,Unknown,20.0,2021-02-03
D20G2044,Unknown,1.0,2021-02-03
T2200082,Unknown,30.0,2021-02-03
T2200086,Unknown,30.0,2021-02-03
B0106747,GIGE,9.0,2021-02-04
B0107461,GIGE,100.0,2021-02-04
B0106743,GIGE,10.0,2021-02-04
B0107157,GIGE,1.0,2021-02-04
B0107697,USB3.0,1.0,2021-02-04
B0107032,USB3.0,200.0,2021-02-04
B0107639,USB3.0,35.0,2021-02-04
B0106862,USB3.0,425.0,2021-02-04
B0107285,USB3.0,1.0,2021-02-04
B0107262,USB3.0,207.0,2021-02-04
B0107040,USB3.0,200.0,2021-02-04
B0107185,USB3.0,170.0,2021-02-04
B0107427,USB3.0,60.0,2021-02-04
C3103012,Unknown,98.0,2021-02-04
C3301060,Unknown,1000.0,2021-02-04
C3301048,Unknown,504.0,2021-02-04
T1190297,Unknown,6.0,2021-02-04
B0107179,Unknown,2.0,2021-02-04
T1190167,Unknown,9.0,2021-02-04
C3301081,Unknown,1000.0,2021-02-04
B0107145,Unknown,6.0,2021-02-04
T1210020,Unknown,10.0,2021-02-04
A0202793,Unknown,10000.0,2021-02-04
T1200290,Unknown,15.0,2021-02-04
A0202740,Unknown,3000.0,2021-02-04
C3301081,Unknown,1000.0,2021-02-04
A0202694,Unknown,6000.0,2021-02-04
B0107261,Unknown,2.0,2021-02-04
C3301053,Unknown,1000.0,2021-02-04
B0105612,USB2.0,1000.0,2021-02-05
E21G1002,Unknown,1.0,2021-02-05
B8801012,Unknown,1000.0,2021-02-08
B0106455,GIGE,2.0,2021-02-17
B0102388,其他,124.0,2021-02-17
B0201230,其他,25.0,2021-02-17
B8801066,Unknown,8.0,2021-02-17
B8801009,Unknown,32.0,2021-02-17
B8801087,Unknown,30.0,2021-02-17
HQPF01,Unknown,32.0,2021-02-17
B0107765,USB3.0,10.0,2021-02-18
B0107049,其他,231.0,2021-02-18
B8801009,Unknown,1.0,2021-02-18
B8801001,Unknown,15.0,2021-02-18
B0107760,GIGE,10.0,2021-02-22
B8801006,Unknown,100.0,2021-02-22
T1190024,Unknown,2.0,2021-02-22
B8801039,Unknown,100.0,2021-02-22
B8801066,Unknown,50.0,2021-02-22
B0107733,USB3.0,50.0,2021-02-23
T1200276,Unknown,4.0,2021-02-23
B0102362,其他,5000.0,2021-02-24
T1210007,Unknown,50.0,2021-02-24
C1502053,Unknown,24000.0,2021-02-24
C3301048,Unknown,1996.0,2021-02-24
T2210006,Unknown,10.0,2021-02-24
T2210004,Unknown,10.0,2021-02-24
T2210005,Unknown,10.0,2021-02-24
B0107031,USB3.0,300.0,2021-02-25
B0107472,USB3.0,3000.0,2021-02-25
B0106187,USB3.0,1000.0,2021-02-25
B0106865,USB3.0,5075.0,2021-02-25
B0106188,USB3.0,1000.0,2021-02-25
B0106771,USB3.0,7062.0,2021-02-25
B0105992,其他,500.0,2021-02-25
B0102361,其他,2500.0,2021-02-25
C2402088,Unknown,1000.0,2021-02-25
B8801006,Unknown,46.0,2021-02-25
C1806018,Unknown,5600.0,2021-02-25
B0105989,USB2.0,2700.0,2021-02-26
B0106383,USB2.0,1050.0,2021-02-26
B0106798,USB2.0,15000.0,2021-02-26
B0105990,USB2.0,10000.0,2021-02-26
B0106797,USB2.0,10050.0,2021-02-26
B0106054,其他,5978.0,2021-02-26
B0105992,其他,36000.0,2021-02-26
B0101957,其他,22700.0,2021-02-26
B0106100,其他,76000.0,2021-02-26
B0106185,其他,1000.0,2021-02-26
B0301041,其他,1000.0,2021-02-26
B0106297,其他,9000.0,2021-02-26
B0101939,其他,10010.0,2021-02-26
B0105340,其他,9600.0,2021-02-26
B0201230,其他,80.0,2021-02-26
B0107541,Unknown,20.0,2021-02-26
B0106440,Unknown,2.0,2021-02-26
B8801047,Unknown,48.0,2021-02-26
E21G1001,Unknown,1.0,2021-02-26
B8801115,Unknown,40.0,2021-02-26
C1805059,Unknown,12000.0,2021-02-26
T1190431,Unknown,9.0,2021-02-26
C3204001,Unknown,10000.0,2021-02-26
B8801066,Unknown,2.0,2021-02-26
C1502053,Unknown,35400.0,2021-02-26
B0107737,Unknown,6.0,2021-02-26
A0202595,Unknown,1000.0,2021-02-26
T1210022,Unknown,1.0,2021-02-26
B8801036,Unknown,1.0,2021-02-26
A0202694,Unknown,4000.0,2021-02-26
C1806018,Unknown,6400.0,2021-02-26
A0202740,Unknown,3000.0,2021-02-26
B0107738,Unknown,15.0,2021-02-26
B0106455,GIGE,14.0,2021-03-01
B0107765,USB3.0,1.0,2021-03-01
T1200011,Unknown,100.0,2021-03-01
B8801063,Unknown,36.0,2021-03-01
C1502053,Unknown,30.0,2021-03-01
B0106912,Unknown,1.0,2021-03-02
B0301041,其他,1000.0,2021-03-03
B0301095,其他,1000.0,2021-03-03
B0301096,其他,1000.0,2021-03-03
B0107242,GIGE,100.0,2021-03-04
B0107074,GIGE,2.0,2021-03-04
B0106742,GIGE,53.0,2021-03-04
B0106746,GIGE,1000.0,2021-03-04
B0106773,GIGE,200.0,2021-03-04
B0106774,GIGE,15.0,2021-03-04
B0107073,GIGE,2.0,2021-03-04
B0107262,USB3.0,200.0,2021-03-04
B0107766,USB3.0,50.0,2021-03-04
B0107424,USB3.0,17.0,2021-03-04
B0107780,USB3.0,50.0,2021-03-04
B0106863,USB3.0,100.0,2021-03-04
B0107285,USB3.0,4.0,2021-03-04
B0107286,USB3.0,73.0,2021-03-04
B0106862,USB3.0,980.0,2021-03-04
C3301047,Unknown,3000.0,2021-03-04
B0107179,Unknown,2.0,2021-03-04
T1190167,Unknown,50.0,2021-03-04
B8801066,Unknown,2.0,2021-03-04
C3301048,Unknown,2520.0,2021-03-04
B0107695,Unknown,30.0,2021-03-04
B8801104,Unknown,125.0,2021-03-04
T1210019,Unknown,3.0,2021-03-04
B0107537,USB3.0,200.0,2021-03-05
B0107685,USB3.0,80.0,2021-03-05
B0107593,USB3.0,300.0,2021-03-05
B0106942,其他,30.0,2021-03-05
T2200056,Unknown,30.0,2021-03-05
B0107008,Unknown,500.0,2021-03-05
A0520064,Unknown,2500.0,2021-03-05
T2200057,Unknown,30.0,2021-03-05
B0107681,Unknown,500.0,2021-03-05
B8801010,Unknown,150.0,2021-03-05
T2200058,Unknown,30.0,2021-03-05
A0520059,Unknown,210.0,2021-03-05
B0105961,其他,260.0,2021-03-08
B0106297,其他,500.0,2021-03-08
B0106021,其他,260.0,2021-03-08
C2402122,Unknown,1000.0,2021-03-08
B0106896,其他,500.0,2021-03-09
B0106309,其他,40.0,2021-03-10
FFS00001,Unknown,2.0,2021-03-10
C1301019,Unknown,30000.0,2021-03-10
T1210039,Unknown,30.0,2021-03-10
T1210023,Unknown,4.0,2021-03-10
B0107074,GIGE,4.0,2021-03-11
B0106742,GIGE,50.0,2021-03-11
B0107461,GIGE,8.0,2021-03-11
B0106747,GIGE,12.0,2021-03-11
B0106773,GIGE,1000.0,2021-03-11
B0106746,GIGE,89.0,2021-03-11
B0106629,USB2.0,500.0,2021-03-11
B0107262,USB3.0,144.0,2021-03-11
B0107752,USB3.0,100.0,2021-03-11
B0107048,USB3.0,20.0,2021-03-11
B0107642,USB3.0,200.0,2021-03-11
B0107743,USB3.0,500.0,2021-03-11
B0107639,USB3.0,25.0,2021-03-11
B0107742,USB3.0,500.0,2021-03-11
B0106667,其他,100.0,2021-03-11
B0106944,其他,50.0,2021-03-11
A0202595,Unknown,1000.0,2021-03-11
C1502056,Unknown,10000.0,2021-03-11
B0107046,Unknown,10.0,2021-03-11
C1804102,Unknown,10000.0,2021-03-11
C3301048,Unknown,2480.0,2021-03-11
C3301059,Unknown,3200.0,2021-03-11
T1210024,Unknown,3.0,2021-03-11
T1210025,Unknown,3.0,2021-03-11
A0202466,Unknown,33600.0,2021-03-11
A0202456,Unknown,1500.0,2021-03-11
B0107052,Unknown,5.0,2021-03-11
B0201267,USB2.0(TYPE C),180.0,2021-03-12
B0107764,USB3.0,3.0,2021-03-12
B0107765,USB3.0,1.0,2021-03-12
B0201230,其他,22.0,2021-03-12
B0106458,Unknown,1.0,2021-03-12
B8801034,Unknown,40.0,2021-03-12
C1502053,Unknown,5400.0,2021-03-12
B8801037,Unknown,15.0,2021-03-12
B8801006,Unknown,100.0,2021-03-12
B8801101,Unknown,5.0,2021-03-12
B8801087,Unknown,50.0,2021-03-12
B8801006,Unknown,80.0,2021-03-12
T1210040,Unknown,3.0,2021-03-12
B0106925,Unknown,1.0,2021-03-12
C1806018,Unknown,12000.0,2021-03-12
B8801010,Unknown,1.0,2021-03-12
B8801010,Unknown,50.0,2021-03-12
B8801066,Unknown,10.0,2021-03-12
B0107273,USB2.0,20000.0,2021-03-15
B0107164,USB3.0,200.0,2021-03-15
B0107203,USB3.0,100.0,2021-03-15
B0102359,USB3.0,1100.0,2021-03-15
B0107137,USB3.0,60.0,2021-03-15
B0107040,USB3.0,100.0,2021-03-15
B0106987,USB3.0,50.0,2021-03-15
B0106973,USB3.0,30.0,2021-03-15
B0106865,USB3.0,1005.0,2021-03-15
B0106769,USB3.0,1340.0,2021-03-15
B0106863,USB3.0,1.0,2021-03-15
B0107032,USB3.0,100.0,2021-03-15
B0107141,USB3.0,50.0,2021-03-15
B0106297,其他,4000.0,2021-03-15
T1210036,Unknown,4.0,2021-03-15
A0202755,Unknown,40.0,2021-03-15
B0107046,Unknown,10.0,2021-03-15
T1200166,Unknown,4.0,2021-03-15
T1200215,Unknown,6.0,2021-03-15
C1803128,Unknown,10000.0,2021-03-15
C1801103,Unknown,60000.0,2021-03-15
B0107026,Unknown,15.0,2021-03-15
C1805059,Unknown,13500.0,2021-03-15
C2402031,Unknown,2000.0,2021-03-15
C3204001,Unknown,24000.0,2021-03-15
A0520064,Unknown,2500.0,2021-03-15
C1804150,Unknown,20000.0,2021-03-15
T1200194,Unknown,10.0,2021-03-15
C0104292,Unknown,320.0,2021-03-15
T2210003,Unknown,30.0,2021-03-15
B0106187,USB3.0,2000.0,2021-03-16
B0106309,其他,810.0,2021-03-16
B0105460,其他,100.0,2021-03-16
C3003007,Unknown,2000.0,2021-03-16
C1502054,Unknown,2000.0,2021-03-16
C1804102,Unknown,8000.0,2021-03-16
C2001691,Unknown,5000.0,2021-03-16
B0105990,USB2.0,24375.0,2021-03-17
B0105989,USB2.0,4200.0,2021-03-17
B0106383,USB2.0,2100.0,2021-03-17
B0106798,USB2.0,30000.0,2021-03-17
B0106378,USB2.0,4000.0,2021-03-17
B0106797,USB2.0,30150.0,2021-03-17
B0105340,其他,1020.0,2021-03-17
B0107174,其他,10080.0,2021-03-17
B0105934,其他,23000.0,2021-03-17
B0105992,其他,28875.0,2021-03-17
B0106297,其他,5000.0,2021-03-17
B0101957,其他,30000.0,2021-03-17
C1804137,Unknown,50000.0,2021-03-17
C1502053,Unknown,16800.0,2021-03-17
C3001007,Unknown,20000.0,2021-03-17
C3001012,Unknown,1000.0,2021-03-17
HQPF01,Unknown,1.0,2021-03-17
C1805059,Unknown,28500.0,2021-03-17
T1210021,Unknown,40.0,2021-03-17
C1806022,Unknown,100000.0,2021-03-17
C0708007,Unknown,36000.0,2021-03-17
T1210042,Unknown,4.0,2021-03-17
B0107073,GIGE,43.0,2021-03-18
B0106746,GIGE,300.0,2021-03-18
B0106774,GIGE,35.0,2021-03-18
B0106862,USB3.0,100.0,2021-03-18
B0107424,USB3.0,148.0,2021-03-18
B0107262,USB3.0,150.0,2021-03-18
B0106869,其他,2.0,2021-03-18
B8801010,Unknown,10.0,2021-03-18
T1190399,Unknown,10.0,2021-03-18
B0106099,Unknown,3.0,2021-03-18
T1210039,Unknown,3.0,2021-03-18
A0202665,Unknown,15120.0,2021-03-18
B8801062,Unknown,100.0,2021-03-18
B8801034,Unknown,2.0,2021-03-18
B8801114,Unknown,500.0,2021-03-18
T1210007,Unknown,30.0,2021-03-18
B8801001,Unknown,50.0,2021-03-18
B0106656,GIGE,7.0,2021-03-19
B0107374,USB2.0,2.0,2021-03-19
B0106202,USB3.0,5.0,2021-03-19
B8801009,Unknown,1.0,2021-03-19
B8801001,Unknown,20.0,2021-03-19
